o,d,flow
44007018300,44007018400,80
44009050302,44009050102,80
44009050500,44009051502,80
44009050600,44009050901,80
44009050901,09011690800,80
44009050902,09011702500,80
44009051102,44009050801,80
44009051400,44009050301,80
44009051400,44009051202,80
44009051503,44009051400,80
44009051504,44003022300,80
09011705101,44009050802,75
25005632100,44007016400,75
25005633200,44007012000,75
25005640500,44007000800,75
25005641800,44007000900,75
25005645103,44003021100,75
25005646101,44003021100,75
44001030300,44007003602,75
44001030800,44005040102,75
44001030800,44005040400,75
44001030902,44001030602,75
44001030902,44005040400,75
44003020102,44003022201,75
44003020200,44003020200,75
44003020500,44003022300,75
44003020603,44007000600,75
44003020800,44003020901,75
44003020800,44009050103,75
44003020904,44007000800,75
44003021100,44007013900,75
44003021401,44007000600,75
44003021401,44007012601,75
44003021700,44003022300,75
44003021800,44003021100,75
44003021901,44007000600,75
44003022000,44007013900,75
44003022202,44007000800,75
44003022400,44003022202,75
44005040101,44005040500,75
44005040101,44005041200,75
44005040102,44005040900,75
44005040102,44007000600,75
44005040600,44005040102,75
44005040700,44005040304,75
44005040700,44005041702,75
44005040900,44005040500,75
44005040900,44005041100,75
44005041400,44005041602,75
44005041601,44005040400,75
44005041702,44005040103,75
44007000200,44007000300,75
44007000300,44007001200,75
44007000300,44007014200,75
44007000500,44007000600,75
44007001600,44003022300,75
44007001700,44007012500,75
44007001800,44007001800,75
44007001800,44007014200,75
44007001900,44009050103,75
44007002000,09011701100,75
44007002000,44007011600,75
44007002101,44007002500,75
44007002300,44007014200,75
44007002400,44007003100,75
44007002400,44007003602,75
44007002400,44007012200,75
44007002600,44007000600,75
44007002900,44007000102,75
44007003200,44007016700,75
44007003700,44007010101,75
44007010101,44007010200,75
44007010102,44001030500,75
44007010102,44007003300,75
44007010200,44003021100,75
44007010501,44003021100,75
44007010501,44007010300,75
44007010701,44007012200,75
44007010900,44007010800,75
44007011100,44007017500,75
44007011200,25005630400,75
44007011200,44007000600,75
44007011200,44007011500,75
44007011301,44007011200,75
44007011401,44007000600,75
44007011401,44007011402,75
44007011403,44007012803,75
44007011600,44007012200,75
44007011701,44007014200,75
44007012300,44007012402,75
44007012401,44007010400,75
44007012701,44007000800,75
44007012701,44007014000,75
44007012802,44007012801,75
44007012802,44007012803,75
44007013102,44007012702,75
44007013300,44007012601,75
44007013300,44007013101,75
44007013702,44007000800,75
44007013800,44007013600,75
44007013800,44007014700,75
44007013900,44007000600,75
44007013900,44007014200,75
44007014000,44007014700,75
44007014100,44007012401,75
44007014100,44007014600,75
44007014300,44007000800,75
44007014300,44007003602,75
44007014600,44007011600,75
44007014800,44007000600,75
44007015000,44007011403,75
44007015100,25005631100,75
44007015100,44007015000,75
44007015300,44007000800,75
44007015300,44007017000,75
44007016000,25005632200,75
44007016000,44007002700,75
44007016800,44007011301,75
44007016800,44007016700,75
44007016900,44007016700,75
44007017000,44007010300,75
44007017100,44007016100,75
44007017100,44007017000,75
44007017400,44007018400,75
44007018300,44007018500,75
44007018400,25021442201,75
44009050103,44009050302,75
44009050401,44007000800,75
44009050401,44009050302,75
44009050500,44009051202,75
44009050600,44003022202,75
44009050901,09011705101,75
44009051101,44009051102,75
44009051101,44009051504,75
44009051202,44009051306,75
44009051305,25017353700,75
44009051306,44009051000,75
44009051502,44003020602,75
44009051502,44009051504,75
44009051503,44003021100,75
44009051504,44007000800,75
44009051504,44009050402,75
09011705102,44009050901,70
09011707100,44009050802,70
09015904500,44003021100,70
25005632100,44007000800,70
25005645103,44007010502,70
44001030300,44007003601,70
44001030400,44007010300,70
44001030500,44001030100,70
44001030500,44003021100,70
44003020200,44007013800,70
44003020200,44009051400,70
44003020300,44003020603,70
44003020601,44007000600,70
44003020604,44003022201,70
44003020604,44003022202,70
44003020702,44003020703,70
44003020702,44003020800,70
44003020702,44003020903,70
44003020703,44003020101,70
44003020901,44007000800,70
44003020901,44007014200,70
44003020903,44003020901,70
44003020903,44007000200,70
44003020904,44003022100,70
44003021001,44003022202,70
44003021002,44007013400,70
44003021002,44007016400,70
44003021502,44003021800,70
44003021700,44003020800,70
44003021700,44007000600,70
44003021700,44007000800,70
44003021800,44007013900,70
44003022201,44007010200,70
44003022201,44007010502,70
44005040101,44005040700,70
44005040103,44005040302,70
44005040304,44005041000,70
44005041701,44005041200,70
44005041702,25005641800,70
44007000200,44003020200,70
44007000300,44007002800,70
44007001100,44007000900,70
44007001300,25025091001,70
44007001300,44007000800,70
44007001400,44007000500,70
44007001600,44009051504,70
44007001700,44007000800,70
44007001800,09011701100,70
44007001800,44007000600,70
44007002000,44007012601,70
44007002101,44007000600,70
44007002102,44007000600,70
44007002102,44007014200,70
44007002300,44007010501,70
44007002500,44007000200,70
44007002900,44007000600,70
44007002900,44007014200,70
44007003300,44007002900,70
44007003400,44007003601,70
44007003500,36085004700,70
44007003500,44007002500,70
44007010400,25005631600,70
44007010400,44007010101,70
44007010400,44007012601,70
44007010600,44007010501,70
44007010600,44007010702,70
44007010701,44007010501,70
44007010702,44007010102,70
44007010702,44007010502,70
44007010800,44007010900,70
44007010800,44007011000,70
44007010900,25021414100,70
44007011301,44007000800,70
44007011301,44007011401,70
44007011401,25005631700,70
44007011403,44007011600,70
44007011500,25021411100,70
44007011500,44007011301,70
44007011500,44007012601,70
44007011600,44007003300,70
44007011702,44003021100,70
44007011800,25005632200,70
44007011800,44007011901,70
44007011902,44007000200,70
44007012000,44007012104,70
44007012200,44007013900,70
44007012401,44007012402,70
44007012401,44007014200,70
44007012402,44007012402,70
44007012500,44007000600,70
44007012500,44007014200,70
44007012601,44007012602,70
44007012602,44007012000,70
44007012802,44007018000,70
44007012900,44007010400,70
44007013001,44007011600,70
44007013002,25021442102,70
44007013101,44007012900,70
44007013201,44007014000,70
44007013500,44007000200,70
44007013701,44003021100,70
44007014100,44007014100,70
44007014501,44007001100,70
44007014502,44007014700,70
44007014700,44007000600,70
44007014800,44007000800,70
44007014800,44007011600,70
44007015000,44007011600,70
44007015300,25005631700,70
44007015500,44007010200,70
44007015700,44007016700,70
44007015800,25005630200,70
44007016400,44007002300,70
44007016600,44007000300,70
44007017000,44007000600,70
44007017000,44007014200,70
44007017300,44007018000,70
44007017700,44007012802,70
44007018000,44007018400,70
44007018400,25027744200,70
44009050103,44007000800,70
44009050103,44009050402,70
44009050104,44003022100,70
44009050301,44007000800,70
44009050500,44003022300,70
44009050500,44005040600,70
44009050600,44007002500,70
44009050700,44009050500,70
44009050801,09011702700,70
44009050801,09011705101,70
44009050901,44009051000,70
44009050902,09011705102,70
44009050902,44009051202,70
44009050902,44009051305,70
44009051202,44009050402,70
44009051302,44009050801,70
44009051305,44009051306,70
44009051400,44007010502,70
44009051400,44007018500,70
44009051502,44007003300,70
44009051504,44009051502,70
25005632200,44007003602,65
25005632200,44007014200,65
25005642100,44007012601,65
25005645102,44001030602,65
25005646103,44005041400,65
25005653102,44005040103,65
25021443101,44007018500,65
33013044100,44007012803,65
44001030500,44005040900,65
44001030602,25005641000,65
44001030602,44001030700,65
44001030700,44007002400,65
44001030901,44001030200,65
44001030901,44005040102,65
44001030901,44007000800,65
44001030901,44007003400,65
44001030902,44007003100,65
44003020101,44003022201,65
44003020101,44007000600,65
44003020300,44003020601,65
44003020300,44003020604,65
44003020500,44003022202,65
44003020601,44007013900,65
44003020601,44009050103,65
44003020602,44003020703,65
44003020602,44009051302,65
44003020603,44009050301,65
44003020604,44003020903,65
44003020702,44003020601,65
44003020703,44003020300,65
44003020703,44003020903,65
44003020703,44007002900,65
44003020800,44003022000,65
44003020901,44009050104,65
44003020903,44003020904,65
44003020903,44009051400,65
44003020904,44003020903,65
44003020904,44003022202,65
44003021002,44003022100,65
44003021200,44003020602,65
44003021200,44003021100,65
44003021200,44003022000,65
44003021200,44003022300,65
44003021300,44003022201,65
44003021300,44007012601,65
44003021402,44007000600,65
44003021800,44003020101,65
44003021800,44007002900,65
44003021901,44003021903,65
44003021903,44003022100,65
44003022100,44003022201,65
44003022202,44003020604,65
44003022202,44003022300,65
44003022202,44009051400,65
44003022300,44007003300,65
44005040101,44001030700,65
44005040200,44005040600,65
44005040302,44005040200,65
44005040302,44005040800,65
44005041000,44005040400,65
44005041300,44007000800,65
44005041400,44005040400,65
44005041701,44007010101,65
44007000300,44003021100,65
44007000300,44003021902,65
44007000300,44007000200,65
44007000400,44007010502,65
44007001100,44007013500,65
44007001300,44007000600,65
44007001400,44003021100,65
44007001500,44007012601,65
44007001700,44007014600,65
44007001900,44007001800,65
44007001900,44007015200,65
44007002101,25021420202,65
44007002101,44007000800,65
44007002102,44007002400,65
44007002200,44003021100,65
44007002300,44003020601,65
44007002400,25021410400,65
44007002400,44007012701,65
44007002800,44007010300,65
44007002900,44003021002,65
44007002900,44007000200,65
44007002900,44007012300,65
44007003100,44007003700,65
44007003300,44007003601,65
44007003300,44007016000,65
44007003400,44007016700,65
44007003500,17031241100,65
44007003601,44007000800,65
44007003700,44007003100,65
44007010101,44007000600,65
44007010102,44003021100,65
44007010300,44007010501,65
44007010400,44007010200,65
44007010502,44007012300,65
44007010600,44007012803,65
44007010900,44007011500,65
44007011000,44007015100,65
44007011100,44007011100,65
44007011200,44007011401,65
44007011200,44007011600,65
44007011200,44007016400,65
44007011301,44007014200,65
44007011402,44007012601,65
44007011403,44003022202,65
44007011500,44007012802,65
44007011600,44007000101,65
44007011701,44007003300,65
44007011800,44007012601,65
44007011902,44007002800,65
44007011902,44007013600,65
44007012102,44007000600,65
44007012102,44007010300,65
44007012104,44007003601,65
44007012200,44007014600,65
44007012300,44007000300,65
44007012401,44007014000,65
44007012402,44007012300,65
44007012602,44007011301,65
44007012702,44007011600,65
44007012803,44007012801,65
44007012900,44007013102,65
44007013002,44007012802,65
44007013002,44007017500,65
44007013101,44007012200,65
44007013102,44007012601,65
44007013201,44007002900,65
44007013202,44007013900,65
44007013300,44007000800,65
44007013600,44003021100,65
44007013702,44007014100,65
44007013800,25005613100,65
44007013800,44007014200,65
44007013900,44003022300,65
44007014000,44003020901,65
44007014000,44007000800,65
44007014100,44007015200,65
44007014300,44003020101,65
44007014300,44007018000,65
44007014501,44003021100,65
44007014501,44007014502,65
44007014600,44003022202,65
44007014700,44007013702,65
44007014700,44007014800,65
44007014800,44007014000,65
44007015000,44007017100,65
44007015100,44007011600,65
44007015200,25005631600,65
44007015400,44007012601,65
44007015500,44007015500,65
44007015600,44007011600,65
44007015700,44007016800,65
44007015800,25005630400,65
44007016100,44003021100,65
44007016100,44007000800,65
44007016100,44007015200,65
44007016400,44007010300,65
44007016400,44007011600,65
44007016400,44007015100,65
44007017100,44007000600,65
44007017100,44007015100,65
44007017600,25005631100,65
44007017700,44007000800,65
44007018400,44007011500,65
44007018400,44009050103,65
44009050103,44009051502,65
44009050302,44003022100,65
44009050302,44007000800,65
44009050402,44003022202,65
44009050500,44003020904,65
44009050500,44003021300,65
44009050600,44003020800,65
44009050600,44009051101,65
44009050700,09011690300,65
44009050700,09011701100,65
44009050901,44009051400,65
44009051101,09011705101,65
44009051101,44009050700,65
44009051101,44009051201,65
44009051304,44009051400,65
44009051306,44009050600,65
44009051502,44007011600,65
44009051502,44009050103,65
44009051502,44009050600,65
09011705101,44009050901,60
09011705101,44009050902,60
09011707100,44005040303,60
25005615100,44007010300,60
25005632100,44007010502,60
25005632200,44007002900,60
